Title,Link,Detailed Description,What You'll Learn,Requirements,Target Audience,Instructor,Rating,Ratings Count,Duration,Lectures,Level,Current Price,Original Price
.NET 8 ve Angular 17 ile e-Appointment Uygulaması,https://www.udemy.com/course/angular-17-ve-net-8-ile-e-appointment-uygulamasi/,.NET WebAPI ve Angular ile Proje Geliştirme,"['Angular 17 ile eAppointment tasarımı yapacaksınız', '.NET 8 WebAPI proje tasarımı yapacaksınız', 'Clean Architecture ile proje tasarımı yapacasınız', 'Clean Code, Popüler kütüphanelerin gerçek uygulamalarda kullanımı ve çok daha fazlası']","['En az temel seviye C#, Angular bilgisi. Katmanlı mimariyi en az 1 kere yazmış olması']","['Angular 17, .NET 8 ile Clean Architecture kullanarak proje geliştirmek isteyenler için hazırlanmış bir kurs']",Taner Saydam,4.6,96 ratings,7.5 total hours,60 lectures,Expert,"Current price₫279,000","Original Price₫399,000"
"Azure AI Agent Service (AI Foundry, Semantic Kernel SDK)",https://www.udemy.com/course/azure-ai-agent-service-ai-foundry-semantic-kernel-sdk/,"Work with Azure AI Foundry, Azure OpenAI, RAG,  Build multi-agentic systems with Semantic Kernel SDK, Azure AI Agents","['Build Agents with Azure AI Agent Service', 'Learn About Azure OpenAI and GenAI', 'Learn About Azure AI Foundry', 'Work with Azure AI Foundry SDK']",['Programming Experience with Python required'],"['AI Enthusiasts', 'Developers']",Kuljot Singh Bakshi,4.5,335 ratings,22 total hours,114 lectures,Expert,"Current price₫279,000","Original Price₫399,000"
Plugin y themes para Wordpress + React + AWS (2025),https://www.udemy.com/course/plugin-y-themes-para-wordpress-despliegue-con-react/,"Tienda virtual con plugins propios, e integración a las pasarelas de pago Webpay, Paypal, Mercado pago y Stripe","['AWS - EC2 (Elastic Compute Cloud) - RDS (Relational Database Service )', 'Creación de Themes para Wordpress', 'Desarrollo de Plugins para Wordpress', 'Plugin con Post Type', 'Creación de plugins para SEO', 'Administración de medios', 'Integración con Paypal', 'Integración con Mercado Pago', 'Integración con Webpay de Transbank', 'Integración con Stripe', 'Hooks, Actions and Filters', 'Implementación de Bootstrap', 'Crearemos una tienda virtual desde cero con pasarelas de pago', 'Api de WordPress', 'Web Scraping para obtener el valor del dólar', 'Manejo de usuarios, registro, login, restablecer contraseña', 'Docker - Docker-compose', 'Creación de tienda virtual con Theme y Plugins propios', 'Despliegue con React']","['No se necesita experiencia previa', 'Conocimientos básicos de HTML', 'Muchas ganas de aprender para salir al mercado laboral o mejorar en tu empleo actual']","['Desarrolladores, estudiantes, ingenieros, o cualquier persona que requiere aprender Wordpress']",César Cancino Zapata,4.8,51 ratings,32.5 total hours,312 lectures,Expert,"Current price₫299,000","Original Price₫399,000"
Learn Odata Services From Scratch,https://www.udemy.com/course/master-odata-services-from-scratch/,"Learn to build, debug, and enhance OData services using modern ABAP with real-world examples and smartform integration.","['Understand OData basics, including service creation, GET_ENTITY/GET_ENTITYSET methods, and the need for OData in modern ABAP applications.', 'Learn CRUD operations in OData with BAPIs, function imports, and dynamic filters like $filter, $orderby, $top, and $inlinecount.', 'Implement advanced OData topics: deep entity creation, media handling, smartform integration, and error/message handling techniques', 'Apply modern ABAP syntax in OData: use of FOR, LET, COND, SWITCH, READ TABLE, and consume external APIs via OData services.']","[""Basics Of Abap Programming, Basics of oops and abstract class if U don't know that will be discussed in our class also""]",['This course is for ABAP developers who want to build and expose OData services using modern ABAP syntax. It’s ideal for those with basic OOP knowledge or those looking to strengthen their object-oriented skills while learning OData step-by-step—from fundamentals to real-time use cases and advanced scenarios'],HARSHA SAP ABAP CONSULTANT,0.0,Rating: 0.0 out of 50.0,14.5 total hours,10 lectures,Expert,"Current price₫279,000","Original Price₫399,000"
"Docker, Kubernetes & AWS with GitHub Actions for DevOps",https://www.udemy.com/course/master-docker-kubernetes-devops/,"Learn Docker, Kubernetes, AWS & GitHub Actions to build, deploy, and automate containerized applications","['Use Coupon - DISCOUNT80 to get discount', 'Build, Manage, and Deploy Containers – Understand Docker fundamentals, create Docker images, and run containerized applications efficiently.', 'Deploy Applications on AWS – Deploy containerized applications to AWS ECS and EKS, leveraging AWS networking concepts like VPCs, Subnets, and Load Balancers.', 'Implement CI/CD Pipelines – Automate Docker and Kubernetes deployments using GitHub Actions and Helm Charts for seamless DevOps workflows.', 'Understand Docker Networking – Learn how containers communicate internally and externally, and configure Docker Compose for multi-container applications.', 'Secure and Scale Applications – Implement security best practices, manage secrets, and scale applications using horizontal and vertical scaling in Kubernetes.', 'Use Kubernetes for High Availability – Deploy production-ready workloads with Kubernetes StatefulSets, Persistent Volumes, and Auto Scaling.']","['Basic Development Knowledge – Familiarity with any programming language (e.g., JavaScript, Python, or Go) is helpful.', 'AWS Account – Required for hands-on practice with AWS services like ECS, EKS, and networking.', 'Fundamental Networking Concepts – Understanding of IPs, ports, and basic networking principles will be beneficial.', 'Git & GitHub Basics – Knowledge of version control and working with GitHub repositories.']","['Beginners who have never worked with Docker or Kubernetes.', 'Developers who want to build and deploy containerized applications.', 'DevOps Engineers looking to automate and scale applications.', 'Cloud Engineers who want to deploy microservices on AWS ECS & EKS.']",Mukesh Phulwani,4.6,36 ratings,20 total hours,137 lectures,Expert,"Current price₫279,000","Original Price₫399,000"
Gutenberg Blocks for WordPress and React Developers,https://www.udemy.com/course/gutenberg/,Use Your ReactJS and Redux Knowledge to Create Complex Gutenberg Blocks and Plugins from scratch.,"['Learn about the block editor design guidelines.', 'Discover how the block editor saves your post in the database and how the editor UI is constructed.', 'Learn how to use wp-scripts to transpile ES6 and JSX, compile SASS to CSS, bundle and minify your JS and CSS files and more.', 'Integrate ESLint, Prettier, Stylelint and Husky in your project to improve your workflow.', 'Create a new custom Gutenberg block from scratch.', 'Customize the block editor features in your WordPress theme.', 'Discover every aspect you need to know to create a complex Gutenberg block.', 'Create a nested block (a block that accepts other blocks inside of it).', 'Use third party react libraries to create complex features.', 'Learn about handling deprecated blocks.', 'Learn how to transform your custom block into another block.', 'Create a dynamic block.', 'Explore how to use the existing data stores in your blocks.', 'Learn how to create your own data stores stores in order to share data between blocks.', 'Learn different ways to manage meta fields in the block editor.', 'Learn how to create a custom sidebar in the block editor and manage your meta fields inside of it.', ""Learn how to extend the existing block editor's sidebar."", 'Learn about features like patterns, context, formatting API and templates.', ""Modify existing block's behavior with JavaScript & PHP filters."", 'Internationalize blocks by generating and loading translation files.']","['You should be familiar with HTML, CSS (SASS), Javascript and PHP basics.', 'You should be familiar with WordPress development.', 'You should be familiar with ReactJS Basic Concepts.', 'Redux Knowledge is Preferable', 'Any code editor you are comfortable with, I will use VS Code in this code.', 'A local server like MAMP, WAMP, XAMPP, Laragon or any other software you are familiar with. I will use MAMP through out this course.', 'NodeJS and NPM or Yarn installed on your machine.']","['WordPress theme/plugin developers who are familiar with ReactJS and want to create Gutenberg blocks from scratch.', 'Anybody with some WordPress and ReactJS experience who wants to know everything about the Gutenberg editor.']",Ali Alaa,4.4,940 ratings,16.5 total hours,114 lectures,Expert,"Current price₫309,000","Original Price₫419,000"
Criação de Plugins WordPress do Jeito Certo,https://www.udemy.com/course/crie-plugins-wordpress-do-jeito-certo/,"Crie seu primeiro plugin WordPress usando APIs e classes nativas, administre sua própria tabela, e muito mais","['Aprenda a criar seus próprios plugins WordPress com três projetos incríveis', 'Domine as APIs nativas do WordPress, trabalhe com tabelas próprias, post types, shortcodes, widgets', 'Torne-se independente de ferramentas de terceiros entendendo a fundo como os plugins funcionam']","['Você precisa ter algum conhecimento de PHP orientado a objetos, noção básica de MySQL, HTML e CSS', 'Precisa saber como instalar o WordPress e trabalhar com um servidor local (localhost)']","['Estudantes de TI, desenvolvedores web, web designers e programadores', 'Profissionais com experiência em desenvolvimento web e que queira aprender a criar seus próprios plugins', 'Pessoas que queiram entender como os plugins funcionam para atender mais clientes, crescer na carreira ou vender seus próprios plugins']",Marcelo Xavier Vieira,4.9,287 ratings,15.5 total hours,100 lectures,Expert,"Current price₫299,000","Original Price₫399,000"
React TypeScript Course – Start Up Ready Application,https://www.udemy.com/course/react-typescript-course-start-up-ready-application/,"From Middle to Leader. Start your React project with Internalization, permissions, online chart today","['The course provides you with an enterprise ready application using React and TypeScript', 'Authorization and authentication flow (Roles and permissions)', 'React + Redux + Hooks for REST API', 'The best practices and conventions will be available to you right after the purchase', 'Colors customization', 'Configure Jest, Enzyme, Webpack (dev and prod)']",['At least one study/production project completed using React. Being familiar with TypeScript.'],"['Junior++ and Middle developers.', 'Ideal for Angular developers']",Maksim Golitsyn,2.6,11 ratings,3 total hours,45 lectures,Expert,"Current price₫299,000","Original Price₫399,000"
Advanced DevSecOps: Real-World Security for DevOps Engineers,https://www.udemy.com/course/advanced-devsecops-real-world-security-for-devops-engineers/,"Master security in DevOps with hands-on projects, secure pipelines, real-world attack scenarios, and compliance practice","['Secure the DevOps lifecycle: Integrate security into planning, coding, building, testing, deployment, and monitoring.', 'Build a Secure CI/CD Pipeline: Automate security scanning for code, dependencies, and infrastructure.', 'Identify vulnerabilities using tools like Snyk, Trivy, Kyverno, Cosign etc', 'Kubernetes & Container Security: Secure Kubernetes clusters, apply RBAC, Check for runtime security, and scan images with Trivy etc.', 'Secrets & Credential Management: Safeguard sensitive data with Kubernetes Secrets and learn best practices to manage them.', 'Security Compliance & Policy as Code: Automate security governance using tools like Kyverno on Kubernetes.', 'Final Capstone Project: Apply everything learned to secure a cloud-native microservices application, ensuring end-to-end security from code to deployment.']","['Basic DevOps Knowledge – Familiarity with DevOps workflows and CI/CD pipelines.', 'Experience with Linux & Containers – Ability to work in the terminal and use Docker/Kubernetes.', 'General Cloud Knowledge – Understanding of AWS, Azure, or GCP is helpful but not mandatory.', 'No Prior Security Experience Required – This course covers security fundamentals before diving into advanced topics.', 'A Laptop/PC with Docker & Cloud Account – Labs are hands-on, so having a free-tier cloud account (AWS/Azure/GCP) is recommended.']","['DevOps Engineers & SREs – Secure DevOps workflows and automate security in CI/CD.', 'Security Engineers – Understand DevSecOps and implement security controls in cloud-native environments.', 'Cloud & Kubernetes Engineers – Learn security best practices for containers, Kubernetes clusters, and cloud applications.', 'Software Developers – Build security into the SDLC and write secure code with automated security testing.', 'QA & Test Engineers – Learn how to integrate security testing in CI/CD pipelines.', 'IT Professionals & Architects – Implement DevSecOps strategies at scale.', 'Anyone looking to break into DevSecOps – This course provides real-world, job-ready security skills for cloud and DevOps professionals.']","DevOps Door Training, Basil Varghese",4.3,7 ratings,26.5 total hours,78 lectures,Expert,"Current price₫279,000","Original Price₫399,000"
5小时 京东前端大咖带你从0开始玩转 Webpack 4.0,https://www.udemy.com/course/6hour-webpack4/,京东前端美女工程师向您介绍了如何在项目中使用 Webpack 打包文件，处理各种资源，以及配置开发环境，上线环境，打包原理等，通过实际的例子来讲解 Webpack 的使用方法，带你探索 Webpack 强大的功能。,"['了解什么是Webpack以及Webpack的作用', '如何使用Loader打包图片和静态资源', '如何使用plugins打包HTML', '如何使用WebpackDevServer及模块热更新', '如何使用Babel处理ES6语法', '如何使用SourceMap的配置和分离开发和生产环境', '如何打包分离CSS文件及压缩合并CSS', '如何使用Webpack实现对React框架代码的打包', '如何使用Webpack的eslint校验配置', '如何对Webpack进行优化', '了解Webpack打包原理', '动手实现一个简易的Webpack']","['有JavaScript语言基础（Basic JavaScript knowledge）', '有ES6基础（Basic ES2015/ES6 knowledge）']","['对Web前端开发感兴趣的人士', '想学习Web资源打包的人士', 'People interested in Web front end development', 'People who want to learn about Web resource packaging']",青盟科技 中国,4.4,24 ratings,5 total hours,12 lectures,Expert,"Current price₫299,000","Original Price₫399,000"
Angular + NodeJS + PostgreSQL + Sequelize,https://www.udemy.com/course/angular-nodejs-postgresql-sequelize/,Creación de aplicaciones profesionales utilizando herramientas de última generación.,"['Crear aplicaciones web de tipo SPA con Angular', 'Aprenderán a utilizar los componentes de Angular material', 'Todo acerca de las animaciones con Angular', 'Aprenderán a crear APIs RESTful con NodeJS', 'Podrán manipularan bases de datos como PostgreSQL, MySQL, MariaDB y SQlite con un mismo ORM: Sequelize!', 'Conseguirán darle seguridad a su sistema y a los servicios creados con JWT (Json Web Token)', 'A crear aplicaciones back-end y front-end totalmente independientes.']","['HTML basico', 'CSS basico', 'JAVASCRIPT intermedio', 'PostgreSQL intermedio', 'Tener instalado y configurado PostgreSQL', 'Tener instalado el IDE de su preferencia (se recomienda Visual Studio Code)', ""Tener instalado Postman para gestionar y probar las API's que iremos desarrollando en la primera parte del curso""]","['Todos aquellos programadores que quieren aprender nuevas tecnologías', 'Estudiantes de ingeniería de sistemas, de informática, apasionados por las aplicaciones web', 'Profesionales que quieran ampliar su conocimiento']",Carlos Norberto López Fernández,4.4,138 ratings,10 total hours,32 lectures,Expert,"Current price₫349,000","Original Price₫469,000"
Simulado OutSystems: Front-end Developer Specialist,https://www.udemy.com/course/simulado-outsystems-front-end/,"Simulado de certificação OutSystems para ""Front-end Developer Specialist (O11 and ODC)""",[],[],['Desenvolvedores que desejam se certificar na plataforma OutSystems'],Edson Marques,4.7,8 ratings,Unknown duration,Unknown lectures,Expert,"Current price₫399,000","Current price₫399,000"
